Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
39.0,4.9,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,21,8.49168153096395
33.0,4.6,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,29,2.747780475942213
36.0,4.6,Stormy,High,2,Drinks,motorcycle,0.0,No,Metropolitian,28,2.727509469919784
31.0,4.6,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,36,25.475029507646852
27.0,4.7,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,29,16.30301723486224
27.0,4.8,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,17,13.345701916449302
38.0,4.8,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,28,25.475029507646852
21.0,5.0,Sunny,Medium,2,Drinks,scooter,0.0,No,Urban,12,9.970508832661757
36.0,4.7,Fog,Medium,0,Snack,motorcycle,1.0,No,Urban,28,7.523607982839889
21.0,4.9,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,19,22.644473839635083
35.0,4.6,Fog,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,34,9.966078578186472
24.0,4.8,Sandstorms,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,28,27.633213897581058
35.0,4.7,Fog,Medium,0,Snack,motorcycle,2.0,No,Urban,33,14.953856725634393
27.0,4.6,Windy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,20,12.732711203704767
32.0,4.7,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,28,16.29092611664454
38.0,4.6,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,22,27.58222827376746
35.0,5.0,Cloudy,High,1,Buffet,scooter,1.0,No,Metropolitian,29,2.5925889828847297
36.0,4.9,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,37,35.452015853548886
20.0,4.9,Sunny,Medium,1,Drinks,scooter,0.0,No,Urban,11,25.268899380475148
34.0,5.0,Cloudy,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,45,34.196715971475264
33.0,4.2,Cloudy,Low,1,Meal,scooter,0.0,No,Metropolitian,35,35.71177450004521
39.0,3.7,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,37,24.542332852314853
30.0,5.0,Sandstorms,Low,2,Buffet,scooter,1.0,No,Metropolitian,23,36.797238211469384
33.0,4.1,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,50,19.089173619714128
39.0,4.1,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Metropolitian,33,8.148069118891831
24.0,4.8,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Urban,23,15.044251203037335
21.0,4.9,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,18,2.496036878568722
39.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,2.0,Yes,Metropolitian,49,19.092948828674356
,,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,,13,5.524837226520909
21.0,4.7,Stormy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,27,21.818262990552974
31.0,4.9,Stormy,Low,2,Drinks,scooter,1.0,No,Urban,16,16.80635470065236
27.0,4.8,Fog,Low,2,Snack,scooter,0.0,No,Metropolitian,13,12.538103179916327
30.0,4.5,Windy,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,27,16.983359290708307
27.0,4.6,Cloudy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,20,30.217513703984803
24.0,4.1,Cloudy,Jam,2,Meal,scooter,0.0,No,Metropolitian,31,12.007005963428615
26.0,4.9,Cloudy,Jam,1,Meal,scooter,1.0,No,Urban,21,16.363844757764657
36.0,4.9,Cloudy,High,2,Drinks,scooter,1.0,No,Urban,36,2.4929028917932134
21.0,4.6,Sunny,High,2,Meal,scooter,1.0,No,Metropolitian,10,10.031427631597353
30.0,4.1,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,31,25.475029507646852
28.0,4.3,Fog,Medium,2,Buffet,scooter,2.0,No,Metropolitian,33,20.61178723737674
28.0,4.0,Sandstorms,High,0,Buffet,motorcycle,1.0,No,Metropolitian,38,10.909070978879182
,,,,3,Snack,scooter,1.0,No,Metropolitian,28,9.57951755097392
32.0,4.3,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,5.037731739361278
22.0,4.8,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,27,31.136136932686078
36.0,4.5,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,22,16.486869151064298
26.0,4.5,Sandstorms,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,21,24.435463922103366
33.0,4.6,Fog,Low,2,Meal,scooter,1.0,No,Metropolitian,15,2.7168064179748663
38.0,4.6,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,26,5.455334845750311
39.0,4.3,Stormy,Jam,0,Snack,motorcycle,3.0,Yes,Metropolitian,52,30.217348920801825
,,,,3,Buffet,electric_scooter,0.0,No,Metropolitian,40,33.72006068124309
38.0,4.7,Windy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,33,14.152800689506924
26.0,5.0,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,16,36.797238211469384
23.0,4.7,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,17,2.508072725752201
34.0,3.5,Stormy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,35,20.731330605561503
35.0,3.5,Fog,Low,2,Snack,scooter,1.0,No,Metropolitian,33,28.929853336027374
23.0,4.7,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Urban,16,7.206293265797311
30.0,4.8,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,18,5.455261656937365
38.0,4.9,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,36,33.88188367310256
38.0,5.0,Cloudy,High,1,Snack,motorcycle,1.0,No,Metropolitian,32,11.322241389964427
27.0,4.6,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,22,10.866511544592505
,,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,8468.316973943885
30.0,4.7,Stormy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,25,13.787541172515247
34.0,4.8,Stormy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,26,5.027682527939424
31.0,5.0,Sunny,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,23,28.513196563394064
24.0,4.8,Cloudy,High,0,Snack,motorcycle,0.0,No,Metropolitian,27,5.188812744783838
32.0,4.9,Windy,Low,2,Buffet,scooter,1.0,No,Urban,25,2.632045741444246
33.0,,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,46,25.475029507646852
34.0,4.8,Sunny,Low,2,Meal,scooter,0.0,No,Metropolitian,16,2.607058156746272
36.0,4.8,Stormy,Low,1,Meal,motorcycle,1.0,No,Urban,16,17.437995057156943
30.0,4.9,Stormy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,28,13.637060379800923
27.0,4.7,Sandstorms,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,23,8.153602245848296
38.0,4.7,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,28,7.639212248109306
31.0,4.9,Windy,High,2,Snack,scooter,1.0,No,Metropolitian,31,5.154310913909818
,,Sunny,Low,1,Snack,motorcycle,,No,Metropolitian,17,12.536856618137541
37.0,4.6,Sunny,High,1,Buffet,scooter,1.0,No,Urban,23,2.492506241435947
20.0,4.8,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,26,8.49168153096395
29.0,4.8,Sandstorms,Low,2,Meal,motorcycle,1.0,No,Metropolitian,10,35.29640181182037
29.0,4.5,Cloudy,Low,2,Snack,scooter,0.0,No,Urban,10,8.243380861707026
26.0,4.7,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,25,33.087612114800756
,,,,3,Snack,bicycle,1.0,No,Metropolitian,26,24.43849941790505
28.0,4.7,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,17,2.403457122155543
37.0,4.5,Fog,Low,2,Meal,scooter,0.0,No,Metropolitian,17,5.015413159477846
32.0,4.8,Sunny,Low,1,Snack,motorcycle,0.0,No,Metropolitian,15,5.661121254147949
29.0,4.6,Sandstorms,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,20,19.813917054109016
36.0,4.6,Cloudy,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,41,21.60859034046312
32.0,4.8,Windy,High,0,Buffet,motorcycle,2.0,No,Metropolitian,49,10.377869169001132
35.0,4.9,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,22,17.819211378872534
24.0,4.4,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,5.455261656937365
20.0,4.5,Sunny,Medium,1,Snack,scooter,0.0,No,Urban,14,13.737362850407093
21.0,4.7,Cloudy,Medium,1,Buffet,motorcycle,0.0,No,Urban,15,14.408072404915211
27.0,4.7,Sunny,Jam,1,Drinks,scooter,0.0,No,Metropolitian,12,19.23268196610978
36.0,4.9,Cloudy,Low,2,Snack,scooter,0.0,No,Urban,17,2.715484512268048
37.0,4.9,Fog,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,46,27.409211332592452
28.0,4.8,Sunny,Low,2,Drinks,scooter,0.0,No,Metropolitian,16,4.6236453623641225
23.0,4.9,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Metropolitian,29,29.88517123572139
26.0,4.6,Cloudy,Low,1,Drinks,scooter,1.0,No,Metropolitian,10,2.607475765621214
35.0,4.3,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,32,7.640927549214492
25.0,4.2,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26,2.761731330728896
20.0,4.8,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,16,22.56160213349392
39.0,4.8,Windy,Medium,1,Meal,scooter,1.0,No,Urban,30,8.182606800054312
38.0,4.6,Fog,Medium,1,Buffet,scooter,0.0,No,Metropolitian,19,14.954366424771457
24.0,4.9,Stormy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,26,12.000341107617746
21.0,4.3,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,32,30.227091034327227
23.0,4.3,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,38,14.632402967937898
34.0,5.0,Sunny,Low,1,Drinks,motorcycle,1.0,No,Urban,16,22.616769304792136
37.0,4.7,Sunny,Jam,2,Snack,electric_scooter,,No,Metropolitian,20,12.53765351523496
24.0,4.9,Sunny,Jam,2,Drinks,scooter,1.0,No,Urban,11,22.423501336783467
29.0,4.5,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,16,31.11852249806384
31.0,4.9,Cloudy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,17,8.2455058011952
37.0,4.7,Fog,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,45,27.397021123158467
26.0,4.7,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,13,29.876856590860314
29.0,4.7,Windy,Low,1,Buffet,motorcycle,,No,Urban,15,21.724165145684534
21.0,5.0,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,35.90033343959154
25.0,4.6,Sandstorms,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,25,16.810533761345127
32.0,4.9,Cloudy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,41,33.08356649967019
28.0,4.6,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,34,29.99964347578105
26.0,4.7,Sandstorms,High,1,Drinks,motorcycle,0.0,,Metropolitian,10,4.596340174578757
37.0,5.0,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,34,8.153602245848296
28.0,4.6,Fog,Jam,1,Meal,motorcycle,1.0,No,Urban,26,7.476773219329602
30.0,4.6,Sunny,Medium,1,Meal,scooter,0.0,No,Metropolitian,17,30.21955459937217
23.0,4.9,Stormy,Low,1,Snack,scooter,0.0,No,Urban,17,2.5139534236350807
29.0,4.7,Cloudy,Low,2,Buffet,electric_scooter,1.0,No,Urban,15,12.730625468705956
38.0,5.0,Sandstorms,Low,2,Drinks,scooter,1.0,No,Metropolitian,25,21.605995008870096
30.0,4.6,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Urban,25,8.183471391328775
26.0,4.2,Sunny,High,0,Buffet,motorcycle,1.0,Yes,Metropolitian,53,10.033234134113945
25.0,4.7,Sunny,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,14,7.20445898444735
24.0,4.8,Windy,High,1,Meal,motorcycle,1.0,No,Urban,20,10.050559282410118
37.0,4.7,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,19,26.40488383742435
32.0,4.3,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,37,20.85013159175053
31.0,4.6,Cloudy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,19,13.154003528698775
36.0,4.7,Sandstorms,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,15,35.70969216226947
29.0,4.0,Fog,Medium,2,Meal,motorcycle,1.0,No,Urban,38,36.797238211469384
31.0,4.7,Sunny,Low,2,Drinks,scooter,0.0,No,Urban,17,12.970333343667802
24.0,4.9,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,26,22.66202251571806
23.0,4.8,Stormy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,29,29.878078230335955
33.0,4.8,Sunny,Low,2,Meal,scooter,1.0,No,Urban,15,5.01734853757873
25.0,4.6,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,41,28.667380708151697
38.0,4.7,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,28,6.935923900312559
38.0,4.5,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,30,15.643210205101177
20.0,4.7,Stormy,Low,2,Drinks,electric_scooter,1.0,No,Urban,14,15.64108175852569
25.0,5.0,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,19,2.631119390044716
35.0,4.9,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,38,19.813917054109016
,,Windy,Low,2,Drinks,scooter,1.0,No,Urban,15,35.3132198174461
37.0,4.5,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,37,27.58159184659569
22.0,5.0,Sandstorms,High,1,Meal,scooter,1.0,No,Metropolitian,27,10.371802388658702
26.0,4.6,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,23,14.152800689506924
37.0,4.5,Fog,Jam,2,Drinks,scooter,0.0,No,Urban,28,12.000341107617746
36.0,4.9,Stormy,Low,1,Drinks,scooter,0.0,No,Metropolitian,25,2.6074021097482545
34.0,4.6,Fog,Jam,2,Drinks,motorcycle,0.0,Yes,Metropolitian,48,17.822034298345837
24.0,4.5,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,28,24.54568933987578
31.0,4.8,Sunny,Medium,1,Drinks,motorcycle,1.0,No,,21,35.452015853548886
23.0,4.7,Windy,High,1,Buffet,motorcycle,1.0,No,Urban,15,4.9847668094086925
21.0,5.0,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,30,8.242918421116666
21.0,4.9,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,24,33.08342709133777
38.0,4.6,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,29,14.40797688922605
23.0,4.8,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,22,21.736522919228612
32.0,4.1,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Urban,39,33.69357579025797
35.0,5.0,Fog,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,40,26.410817500802068
24.0,4.7,Sunny,Jam,2,Drinks,motorcycle,0.0,No,Urban,12,22.644473839635083
22.0,4.2,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,27,5.0157984704264065
22.0,4.6,Stormy,High,2,Drinks,scooter,1.0,No,Metropolitian,20,11.322241389964427
21.0,4.6,Windy,Low,2,Snack,scooter,0.0,No,Urban,11,24.855735668845924
25.0,5.0,Stormy,High,1,Drinks,motorcycle,0.0,No,Urban,25,5.017130674270906
32.0,4.8,Cloudy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,28,7.639456890240615
21.0,4.5,Stormy,Low,1,Snack,motorcycle,0.0,No,Urban,18,18.739441317109126
34.0,4.9,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,20,2.5472118896404767
23.0,5.0,Sandstorms,Jam,2,Snack,scooter,1.0,No,Metropolitian,25,16.810329649736786
26.0,4.6,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,15,13.638628737613375
26.0,4.9,Windy,Jam,2,Snack,scooter,0.0,No,Metropolitian,26,17.824113073499653
21.0,4.8,Windy,Low,2,Snack,electric_scooter,0.0,No,Urban,14,17.44228285672728
24.0,4.6,Sandstorms,Low,2,Drinks,scooter,1.0,No,Metropolitian,15,27.575283213541393
28.0,4.9,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,15,2.7169759774988496
36.0,4.5,Sandstorms,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,27,24.724274030171067
27.0,4.6,Sunny,Medium,1,Drinks,scooter,0.0,No,Metropolitian,17,19.813917054109016
31.0,4.9,Fog,High,0,Buffet,motorcycle,1.0,No,Metropolitian,31,5.433974570434554
32.0,4.1,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,40,19.293982527716473
31.0,4.7,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,16,5.495560321769977
28.0,5.0,Sunny,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,18,19.206680986971634
23.0,4.9,Fog,Medium,1,Drinks,scooter,1.0,No,Metropolitian,39,23.322238949014306
35.0,4.1,Cloudy,Jam,1,Snack,scooter,1.0,No,Semi-Urban,48,19.94144356518755
21.0,4.8,Sandstorms,Low,1,Meal,scooter,1.0,No,Urban,10,16.485595924234023
27.0,4.0,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,31,28.677194913653356
23.0,3.7,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,41,15.110279255105038
31.0,4.4,Stormy,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,41,20.368932740749013
22.0,4.6,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,42,30.00054071626694
36.0,4.5,Windy,Medium,0,Snack,motorcycle,1.0,No,Urban,25,16.486200590489563
32.0,4.9,Fog,Low,0,Meal,motorcycle,1.0,No,Urban,28,4.9858263407947065
30.0,4.9,Sandstorms,Medium,1,Buffet,scooter,0.0,No,Metropolitian,29,22.644473839635083
34.0,4.9,Fog,Medium,1,Buffet,scooter,1.0,No,Metropolitian,41,22.644473839635083
32.0,4.9,Fog,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,41,33.87673476915438
26.0,4.8,Fog,High,2,Buffet,motorcycle,1.0,No,Metropolitian,21,4.624286325553745
36.0,4.7,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,32,16.301961485267903
36.0,4.8,Stormy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,30,10.863489698209918
26.0,4.7,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,21,21.047114820280648
39.0,4.6,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Urban,29,33.87908251517718
22.0,4.6,Windy,Jam,1,Drinks,motorcycle,0.0,No,Urban,24,17.55128638353163
38.0,4.8,Fog,Medium,1,Buffet,scooter,0.0,No,Urban,19,8.183981522502332
32.0,4.0,Fog,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,37,22.644473839635083
,,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,20,14.152800689506924
35.0,3.7,Stormy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,33,22.908307939621043
23.0,4.8,Windy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,28,9.60519416032994
39.0,4.1,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,32,13.58298383339781
32.0,4.7,Sunny,Medium,2,Snack,scooter,0.0,No,Urban,22,21.54784621369544
27.0,4.1,Fog,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,36,22.91187860865996
23.0,4.5,Stormy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,17,12.59131332346308
25.0,4.8,Fog,Low,2,Snack,scooter,1.0,No,Metropolitian,23,27.409211332592452
23.0,4.0,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,22,2.4017060944411153
29.0,4.7,Fog,Low,0,Drinks,motorcycle,1.0,No,Urban,24,6213.1679728365325
24.0,4.7,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,17,14.472047805120148
29.0,4.2,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,15,2.5463334827889548
31.0,4.6,Windy,Medium,1,Drinks,motorcycle,1.0,No,,27,35.45618287377042
21.0,4.7,Fog,Jam,2,Drinks,scooter,1.0,No,Urban,31,7.209322441023962
35.0,4.6,Fog,Low,2,Drinks,electric_scooter,1.0,No,Urban,16,5.433444004051128
22.0,4.7,Sunny,Jam,0,Meal,motorcycle,0.0,No,Urban,18,21.606471541926535
24.0,4.7,Cloudy,Medium,0,Snack,motorcycle,,No,Metropolitian,33,21.736005769720467
,,Cloudy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,17,5.661121254147949
30.0,4.6,Sunny,Jam,1,Snack,scooter,0.0,No,Metropolitian,23,35.45340711366102
38.0,4.7,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,29,15.278142380359425
33.0,4.5,Sunny,Medium,2,Buffet,electric_scooter,1.0,No,Urban,16,32.382950221883064
21.0,4.7,Stormy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,25,22.42710995330617
26.0,4.5,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,15,15.783123223271213
22.0,4.7,Windy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,12,32.389428503513386
24.0,4.8,Sandstorms,Low,2,Buffet,scooter,0.0,No,,17,19.813917054109016
32.0,5.0,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,40,31.136136932686078
32.0,4.7,Cloudy,Medium,1,Snack,scooter,1.0,No,Metropolitian,42,17.549565261690393
,,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,18,5.0378514330385125
31.0,4.8,Sandstorms,Jam,1,Meal,scooter,1.0,No,Urban,28,7.775954437381611
22.0,4.5,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,18,35.45066856905277
25.0,4.9,Stormy,Jam,1,Drinks,motorcycle,0.0,No,Urban,21,28.672342319811086
28.0,4.2,Stormy,Low,0,Buffet,motorcycle,1.0,No,Urban,22,15.459775218562493
28.0,4.8,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Urban,24,25.475029507646852
29.0,4.8,Cloudy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,27,19.23747010900398
21.0,4.6,Sandstorms,High,2,Drinks,scooter,1.0,No,Metropolitian,23,5.495982669940504
23.0,4.6,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,19.09518789542251
34.0,4.8,Windy,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,25,16.485443321222245
32.0,4.8,Windy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,26,15.786771009021026
20.0,4.8,Cloudy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,24,13.576559078100116
24.0,4.9,Cloudy,Medium,0,Snack,motorcycle,1.0,Yes,Metropolitian,43,33.60787951972243
29.0,5.0,Sunny,Jam,1,Buffet,scooter,1.0,No,Urban,24,21.36013862384202
20.0,4.8,Sunny,High,2,Snack,scooter,1.0,No,Metropolitian,16,10.861297206710317
31.0,4.9,Sunny,Medium,1,Snack,motorcycle,1.0,No,,20,23.4494630234583
24.0,4.9,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,27,12.060840053937797
35.0,4.7,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,26,15.279248126429623
24.0,4.8,Sandstorms,Jam,2,Meal,scooter,1.0,No,Urban,17,18.25223584751889
22.0,4.9,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,16,33.88188367310256
28.0,4.7,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,17,2.7158015320707647
,,Cloudy,Low,2,Drinks,scooter,1.0,No,Urban,15,9968.593696247444
30.0,5.0,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,41,17.821045871500058
24.0,4.6,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Urban,10,15.571341847461474
30.0,4.6,Cloudy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,36,16.299000986689563
27.0,4.9,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Urban,18,2.747785858489837
24.0,4.9,Sunny,Jam,2,Drinks,motorcycle,1.0,No,Urban,19,7.782879539654458
38.0,4.6,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,36,24.54950159129534
30.0,4.7,Stormy,High,0,Snack,motorcycle,2.0,No,Metropolitian,37,2.493107165838554
24.0,4.5,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,15,33.671919712799756
32.0,4.8,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Urban,26,17.82364365233071
29.0,2.9,Sunny,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,32,19.093696396187827
25.0,4.6,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,18,15.785772916117624
21.0,4.9,Sandstorms,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,17,13.036218021876845
38.0,4.7,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,21,7.777086023305001
21.0,4.7,Stormy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,17,7.523607982839889
35.0,5.0,Stormy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,31,7.477967131843265
29.0,4.8,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,27,19.002321194238572
39.0,4.6,Sandstorms,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,26,8.151739925670038
21.0,4.9,Fog,Low,1,Drinks,scooter,1.0,No,Urban,14,2.508661174015924
32.0,4.7,Fog,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,15,5.18612678067689
23.0,4.5,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,22,21.60859034046312
26.0,4.7,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,17,33.62343571723603
24.0,4.5,Sunny,Jam,1,Drinks,scooter,0.0,No,Urban,10,19.206680986971634
26.0,4.7,Sunny,Medium,1,Buffet,motorcycle,0.0,No,,13,15.276029255024836
30.0,4.7,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,19,7.78210444202307
26.0,4.7,Cloudy,Low,1,Drinks,scooter,0.0,No,Metropolitian,25,22.568090077640605
37.0,4.4,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,34,8.49168153096395
22.0,4.5,Fog,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,20,21.739406809494557
23.0,4.7,Fog,Jam,2,Snack,scooter,2.0,No,Metropolitian,44,35.283241098250755
